Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount_Percent,Payment_Method,Order_Status,Customer_Rating,Customer_Name,Gender,Age,City,State,Registration_Date,Product,Category,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit,Profit_Margin,Order_Size,Customer_Type,Year,Month,Year_Month
O0204,2024-02-24,C003,P004,1,0,Net Banking,Delivered,3.0,Arjun Verma,Male,41,Gurugram,Haryana,2023-02-21,Laptop Stand,Electronics,1499,800,1499,0.0,1499.0,800,699.0,46.63108739159439,Medium,Regular,2024,February,2024-02
O0205,2024-03-06,C016,P011,2,25,UPI,Delivered,1.0,Pooja Sharma,Female,24,Bengaluru,Karnataka,2023-09-30,Mixer Grinder,Home Appliances,3799,2450,7598,1899.5,5698.5,4900,798.5,14.01245941914539,Large,High-Value,2024,March,2024-03
O0206,2024-03-17,C029,P018,3,20,Credit Card,Delivered,4.0,Vivek Das,Male,43,Jaipur,Rajasthan,2024-05-08,Study Table,Furniture,7299,4700,21897,4379.4,17517.6,14100,3417.5999999999985,19.509521852308527,Large,High-Value,2024,March,2024-03
O0207,2024-03-28,C042,P025,4,15,Debit Card,Delivered,2.0,Aditi Khan,Female,26,Delhi,Delhi,2023-03-06,Coffee Maker,Home Appliances,5299,3400,21196,3179.4,18016.6,13600,4416.5999999999985,24.514059256463476,Large,High-Value,2024,March,2024-03
O0208,2024-04-08,C005,P007,1,10,Cash on Delivery,Returned,5.0,Kabir Das,Male,55,Pune,Maharashtra,2023-03-27,Casual Shirt,Fashion,1299,620,1299,129.9,1169.1,620,549.0999999999999,46.967752972371905,Medium,Regular,2024,April,2024-04
O0209,2024-04-19,C018,P014,2,5,Net Banking,Cancelled,3.0,Ritika Khan,Female,38,Chennai,Tamil Nadu,2023-11-03,Table Lamp,Home Decor,1199,570,2398,119.9,2278.1,1140,1138.1,49.95829858215179,Medium,Regular,2024,April,2024-04
O0210,2024-04-30,C031,P021,3,0,UPI,Delivered,1.0,Rahul Patel,Male,21,Noida,Uttar Pradesh,2024-06-11,Yoga Mat,Fitness,1299,610,3897,0.0,3897.0,1830,2067.0,53.04080061585835,Medium,Regular,2024,April,2024-04
O0211,2024-05-11,C044,P003,4,25,Credit Card,Delivered,4.0,Ananya Mehta,Female,40,Mumbai,Maharashtra,2023-04-09,Smart Watch,Electronics,4999,3100,19996,4999.0,14997.0,12400,2597.0,17.31679669267187,Large,High-Value,2024,May,2024-05
O0212,2024-05-22,C007,P010,1,20,Debit Card,Delivered,2.0,Rohan Patel,Male,33,Hyderabad,Telangana,2023-04-30,Winter Jacket,Fashion,4499,2500,4499,899.8,3599.2,2500,1099.1999999999998,30.54012002667259,Medium,Regular,2024,May,2024-05
O0213,2024-06-02,C020,P017,2,15,Cash on Delivery,Delivered,5.0,Simran Mehta,Female,52,Kolkata,West Bengal,2023-12-07,Office Chair,Furniture,8499,5600,16998,2549.7,14448.3,11200,3248.2999999999993,22.482229743291597,Large,High-Value,2024,June,2024-06
O0214,2024-06-13,C033,P024,3,10,Net Banking,Delivered,3.0,Aman Gupta,Male,35,Gurugram,Haryana,2024-07-15,Hair Dryer,Beauty,2299,1320,6897,689.7,6207.3,3960,2247.3,36.20414673046252,Large,High-Value,2024,June,2024-06
O0215,2024-06-24,C046,P006,4,5,UPI,Delivered,1.0,Meera Singh,Female,54,Bengaluru,Karnataka,2023-05-13,Running Shoes,Fashion,3299,1900,13196,659.8,12536.2,7600,4936.200000000001,39.375568354046685,Large,High-Value,2024,June,2024-06
O0216,2024-07-05,C009,P013,1,0,Credit Card,Delivered,4.0,Vivek Gupta,Male,47,Jaipur,Rajasthan,2023-06-03,Air Fryer,Home Appliances,6999,4350,6999,0.0,6999.0,4350,2649.0,37.84826403771967,Large,High-Value,2024,July,2024-07
O0217,2024-07-16,C022,P020,2,25,Debit Card,Delivered,2.0,Aditi Singh,Female,30,Delhi,Delhi,2024-01-10,Data Science Handbook,Books,999,410,1998,499.5,1498.5,820,678.5,45.27861194527861,Medium,Regular,2024,July,2024-07
O0218,2024-07-27,C035,P002,3,20,Cash on Delivery,Returned,5.0,Nikhil Verma,Male,49,Pune,Maharashtra,2024-08-18,Bluetooth Speaker,Electronics,2499,1550,7497,1499.4,5997.6,4650,1347.6000000000004,22.46898759503802,Large,High-Value,2024,July,2024-07
O0219,2024-08-07,C048,P009,4,15,Net Banking,Cancelled,3.0,Kavya Sharma,Female,32,Chennai,Tamil Nadu,2023-06-16,Handbag,Fashion,2799,1450,11196,1679.4,9516.6,5800,3716.6000000000004,39.053863774877584,Large,High-Value,2024,August,2024-08
O0220,2024-08-18,C011,P016,1,10,UPI,Delivered,1.0,Rahul Verma,Male,25,Noida,Uttar Pradesh,2023-07-07,Bedsheet Set,Home Decor,1799,850,1799,179.9,1619.1,850,769.0999999999999,47.501698474461115,Medium,Regular,2024,August,2024-08
O0221,2024-08-29,C024,P023,2,5,Credit Card,Delivered,4.0,Ananya Sharma,Female,44,Mumbai,Maharashtra,2024-02-13,Skin Care Kit,Beauty,1999,1050,3998,199.9,3798.1,2100,1698.1,44.709196703614964,Medium,Regular,2024,August,2024-08
O0222,2024-09-09,C037,P005,3,0,Debit Card,Delivered,2.0,Sanjay Das,Male,27,Hyderabad,Telangana,2024-09-21,USB-C Hub,Electronics,1899,1050,5697,0.0,5697.0,3150,2547.0,44.70774091627172,Large,High-Value,2024,September,2024-09
O0223,2024-09-20,C050,P012,4,25,Cash on Delivery,Delivered,5.0,Neha Khan,Female,46,Kolkata,West Bengal,2023-07-20,Electric Kettle,Home Appliances,1599,880,6396,1599.0,4797.0,3520,1277.0,26.62080466958516,Medium,High-Value,2024,September,2024-09
O0224,2024-10-01,C013,P019,1,20,Net Banking,Delivered,3.0,Aman Das,Male,39,Gurugram,Haryana,2023-08-10,Python for Analysts,Books,699,290,699,139.8,559.2,290,269.20000000000005,48.14020028612303,Small,Regular,2024,October,2024-10
O0225,2024-10-12,C026,P001,2,15,UPI,Delivered,1.0,Meera Khan,Female,22,Bengaluru,Karnataka,2024-03-18,Wireless Mouse,Electronics,899,510,1798,269.7,1528.3,1020,508.29999999999995,33.25917686318131,Medium,Regular,2024,October,2024-10
O0226,2024-10-23,C039,P008,3,10,Credit Card,Delivered,4.0,Varun Patel,Male,41,Jaipur,Rajasthan,2023-01-14,Denim Jeans,Fashion,2199,1100,6597,659.7,5937.3,3300,2637.3,44.41918043555152,Large,High-Value,2024,October,2024-10
O0227,2024-11-03,C002,P015,4,5,Debit Card,Delivered,2.0,Aditi Khan,Female,34,Delhi,Delhi,2023-02-04,Wall Clock,Home Decor,999,430,3996,199.8,3796.2,1720,2076.2,54.69153363890206,Medium,Regular,2024,November,2024-11
O0228,2024-11-14,C015,P022,1,0,Cash on Delivery,Returned,3.0,Nikhil Patel,Male,53,Pune,Maharashtra,2023-09-13,Dumbbell Set,Fitness,3499,2200,3499,0.0,3499.0,2200,1299.0,37.124892826521865,Medium,Regular,2024,November,2024-11
O0229,2024-11-25,C028,P004,2,25,Net Banking,Cancelled,3.0,Kavya Mehta,Female,36,Chennai,Tamil Nadu,2024-04-21,Laptop Stand,Electronics,1499,800,2998,749.5,2248.5,1600,648.5,28.841449855459196,Medium,Regular,2024,November,2024-11
O0230,2024-12-06,C041,P011,3,20,UPI,Delivered,1.0,Aarav Gupta,Male,55,Noida,Uttar Pradesh,2023-02-17,Mixer Grinder,Home Appliances,3799,2450,11397,2279.4,9117.6,7350,1767.6000000000004,19.386680705448807,Large,High-Value,2024,December,2024-12
O0231,2024-12-17,C004,P018,4,15,Credit Card,Delivered,4.0,Ananya Mehta,Female,48,Mumbai,Maharashtra,2023-03-10,Study Table,Furniture,7299,4700,29196,4379.4,24816.6,18800,6016.5999999999985,24.244255860996265,Large,High-Value,2024,December,2024-12
O0232,2024-12-28,C017,P025,1,10,Debit Card,Delivered,2.0,Sanjay Gupta,Male,31,Hyderabad,Telangana,2023-10-17,Coffee Maker,Home Appliances,5299,3400,5299,529.9,4769.1,3400,1369.1000000000004,28.707722631104403,Medium,High-Value,2024,December,2024-12
O0233,2025-01-08,C030,P007,2,5,Cash on Delivery,Delivered,5.0,Neha Singh,Female,50,Kolkata,West Bengal,2024-05-25,Casual Shirt,Fashion,1299,620,2598,129.9,2468.1,1240,1228.1,49.75892386856286,Medium,Regular,2025,January,2025-01
O0234,2025-01-19,C043,P014,3,0,Net Banking,Delivered,3.0,Arjun Verma,Male,33,Gurugram,Haryana,2023-03-23,Table Lamp,Home Decor,1199,570,3597,0.0,3597.0,1710,1887.0,52.460383653044204,Medium,Regular,2025,January,2025-01
O0235,2025-01-30,C006,P021,4,25,UPI,Delivered,1.0,Meera Singh,Female,26,Bengaluru,Karnataka,2023-04-13,Yoga Mat,Fitness,1299,610,5196,1299.0,3897.0,2440,1457.0,37.387734154477805,Medium,Regular,2025,January,2025-01
O0236,2025-02-10,C019,P003,1,20,Credit Card,Delivered,4.0,Varun Verma,Male,45,Jaipur,Rajasthan,2023-11-20,Smart Watch,Electronics,4999,3100,4999,999.8,3999.2,3100,899.1999999999998,22.48449689937987,Medium,Regular,2025,February,2025-02
O0237,2025-02-21,C032,P010,2,15,Debit Card,Delivered,2.0,Priya Sharma,Female,28,Delhi,Delhi,2024-06-28,Winter Jacket,Fashion,4499,2500,8998,1349.7,7648.3,5000,2648.3,34.62599531922127,Large,High-Value,2025,February,2025-02
O0238,2025-03-04,C045,P017,3,10,Cash on Delivery,Returned,5.0,Kabir Das,Male,47,Pune,Maharashtra,2023-04-26,Office Chair,Furniture,8499,5600,25497,2549.7,22947.3,16800,6147.299999999999,26.788772535330953,Large,High-Value,2025,March,2025-03
O0239,2025-03-15,C008,P024,4,5,Net Banking,Cancelled,3.0,Kavya Sharma,Female,40,Chennai,Tamil Nadu,2023-05-17,Hair Dryer,Beauty,2299,1320,9196,459.8,8736.2,5280,3456.2000000000007,39.56182321833292,Large,High-Value,2025,March,2025-03
O0240,2025-03-26,C021,P006,1,0,UPI,Delivered,1.0,Aarav Das,Male,23,Noida,Uttar Pradesh,2023-12-24,Running Shoes,Fashion,3299,1900,3299,0.0,3299.0,1900,1399.0,42.406789936344346,Medium,Regular,2025,March,2025-03
O0241,2025-04-06,C034,P013,2,25,Credit Card,Delivered,4.0,Isha Khan,Female,42,Mumbai,Maharashtra,2024-08-01,Air Fryer,Home Appliances,6999,4350,13998,3499.5,10498.5,8700,1798.5,17.131018716959563,Large,High-Value,2025,April,2025-04
O0242,2025-04-17,C047,P020,3,20,Debit Card,Delivered,2.0,Rohan Patel,Male,25,Hyderabad,Telangana,2023-05-30,Data Science Handbook,Books,999,410,2997,599.4,2397.6,1230,1167.6,48.69869869869869,Medium,Regular,2025,April,2025-04
O0243,2025-04-28,C010,P002,4,15,Cash on Delivery,Delivered,5.0,Neha Khan,Female,54,Kolkata,West Bengal,2023-06-20,Bluetooth Speaker,Electronics,2499,1550,9996,1499.4,8496.6,6200,2296.6000000000004,27.029635383565193,Large,High-Value,2025,April,2025-04
O0244,2025-05-09,C023,P009,1,10,Net Banking,Delivered,3.0,Arjun Patel,Male,37,Gurugram,Haryana,2024-01-27,Handbag,Fashion,2799,1450,2799,279.9,2519.1,1450,1069.1,42.43976023182883,Medium,Regular,2025,May,2025-05
O0245,2025-05-20,C036,P016,2,5,UPI,Delivered,1.0,Pooja Mehta,Female,20,Bengaluru,Karnataka,2024-09-04,Bedsheet Set,Home Decor,1799,850,3598,179.9,3418.1,1700,1718.1,50.26476697580527,Medium,Regular,2025,May,2025-05
O0246,2025-05-31,C049,P023,3,0,Credit Card,Delivered,4.0,Vivek Gupta,Male,39,Jaipur,Rajasthan,2023-07-03,Skin Care Kit,Beauty,1999,1050,5997,0.0,5997.0,3150,2847.0,47.473736868434216,Large,High-Value,2025,May,2025-05
O0247,2025-06-11,C012,P005,4,25,Debit Card,Delivered,3.0,Priya Mehta,Female,32,Delhi,Delhi,2023-07-24,USB-C Hub,Electronics,1899,1050,7596,1899.0,5697.0,4200,1497.0,26.276987888362296,Large,High-Value,2025,June,2025-06
O0248,2025-06-22,C025,P012,1,20,Cash on Delivery,Returned,5.0,Kabir Gupta,Male,51,Pune,Maharashtra,2024-03-01,Electric Kettle,Home Appliances,1599,880,1599,319.8,1279.2,880,399.20000000000005,31.207004377736087,Medium,Regular,2025,June,2025-06
O0249,2025-07-03,C038,P019,2,15,Net Banking,Cancelled,3.0,Ritika Singh,Female,34,Chennai,Tamil Nadu,2024-10-08,Python for Analysts,Books,699,290,1398,209.7,1188.3,580,608.3,51.1907767398805,Medium,Regular,2025,July,2025-07
O0250,2025-07-14,C001,P001,3,10,UPI,Delivered,1.0,Aarav Gupta,Male,27,Noida,Uttar Pradesh,2023-01-18,Wireless Mouse,Electronics,899,510,2697,269.7,2427.3,1530,897.3000000000002,36.96700037078236,Medium,Regular,2025,July,2025-07
